sentence,label
"The movie was acted very well and I was very comfortable in that regard but, the simple story line was too difficult for me to follow",0
"So, as I said, Vanilla Sky is receiving two stars from me and thats pushing it",0
Its probably more like one and a half,1
This is a review of the movie Spider-Man three,1
(umm) What a way to end the trilogy,0
"Lets see the first Spider-Man film was pretty good, half of it was at least",0
The second one was silly and this one was worse,0
"Not only was it excessively long and had way too many characters in it, (stutter) Spider-Man three just lacked substance on all levels I would say",0
Tobey Maguire (stutter) clearly didnt want to be doing this role anymore,0
Kirsten Dunst I dont know if she could ever act,0
She couldnt at the very least she wasnt acting in this film,0
"(uhh) The direction, it was Sam Raimi, I I (stutter) just dont understand",1
I guess something happened,1
"Like he used to be at least an interesting director what what (stutter) with like you know, the Evil Dead trilogy",1
"But, I mean, then again those were very campy films",0
"This is summer blockbuster so I dont know, maybe his artistic talent maybe just doesnt translate",0
But anyway (umm) plot was hopelessly absurd (umm) and uninteresting to boot and yeah,0
I I (stutter) dont even know why they introduced Venom,0
"He showed up and then bam, he was gone",0
Hopefully I didnt spoil it for anybody,0
"Anyways, for the positives about this film (umm) Stan Lee does another cameo, which was a little bit funny",0
This is a review of the movie Hostel Part two,1
"(uhh) Well, what to say about this film",0
"Surely, surely (stutter) wasnt hostile",0
"Hostel was, it wasnt scary, but it was gruesome and kind of had some dark humor to it and a fairly interesting plot",1
(umm) Hostel two pretty much rehashed the plot of one except it made it about women,0
"(uhh) going to the infamous hostel which leads to their demise, ultimately to their demise",0
"But (umm) Yeah, I was I just felt it was very rehashed",0
It Its (stutter) been done already,0
The violence in this film was exponentially worse I would say,1
"Not exponentially no, probably geometrically though",0
"It was worse, but at the same time it was very forced, almost pornographic is a term thats thrown around a lot that I agree with",0
Its an accurate description,0
And (uhh) I didnt care about any of the characters in this film unlike the protagonist from the first one so,0
This review is for the movie Dead Silence,1
I got this movie because (uhh) I like horror movies every now and then and it says from the writer and director of Saw,1
"I really liked Saw, I thought Saw was a pretty interesting original movie so I thought this would be good too",0
